CONTIG AVERAGE.DEPTH MEDIAN.DEPTH MIN.DEPTH MAX.DEPTH 
PER002A1_contig60_len1773 425.879 312 13 1075
PER002A1_contig61_len1512_circularized 594.591 546 15 988
PER002A1_contig64_len808 744.911 825 1 1046
PER002A1_contig65_len693 525.089 576 6 733
PER002A1_contig66_len511 569.264 664 4 833
PER002A1_contig69_len740_circularized 449.56 504 14 694
PER002A1_contig70_len597 96.7035 106 9 127
PER002A1_contig71_len1487 532.909 605 10 818
PER002A1_contig74_len440 74.2227 59 3 188
PER002A1_contig75_len1229 424.671 546 2 777
PER002A1_contig76_len750_circularized 195.741 216 6 269
PER002A1_contig77_len739_circularized 1238.57 1448 47 1675
PER002A1_contig79_len737_circularized 336.921 383 13 513
PER002A1_contig7_len740_circularized 311.849 360 11 439
PER002A1_contig80_len738 593.351 655 8 749
PER002A1_contig82_len740_circularized 700.782 808 28 1056
PER002A1_contig83_len483 450.975 452 1 845
PER002A1_contig84_len742_circularized 242.231 258 7 445
PER002A1_contig85_len479 437.098 424 5 769
PER002A1_contig86_len487 507.033 578 9 715
PER002A1_contig88_len742_circularized 238.452 228 4 539
PER002A1_contig8_len463 324.972 375 9 453
PER002A1_contig94_len404 366.903 411 5 609
PER002A1_contig95_len739_circularized 446.26 452 20 1002
PER002A1_contig96_len763 576.18 575 13 1077
